satellite_name,official_name,un_registry,country_operator,owner,users,purpose,primary_purpose,detailed_purpose,orbit_class,orbit_type,geo_longitude,perigee_km,apogee_km,eccentricity,inclination_degrees,period_minutes,launch_mass_kg,dry_mass_kg,power_watts,launch_date,lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,cospar_id,norad_id,sat_age_years,is_commercial,is_government,is_military,is_civil
Dove 3s-1 (0 Flock 3S-1 105C),Dove 3s-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,574.0,592.0,0.00129,97.7,96.3,4.0,3.7837837837837838,815.0,2018-12-03,3.0,"Planet Labs, Inc.",USA,Vandenberg AFB,Falcon 9,2018-099M,43769,8,1,0,0,0
Dove 4a-17 (0 Flock 4a-17 2212),Dove 4a-17,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,492.0,508.0,0.00116,97.5,94.6,4.0,3.7837837837837838,815.0,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018L,44088,7,1,0,0,0
Dove 4a-19 (0 Flock 4a-19 2235),Dove 4a-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,492.0,508.0,0.00116,97.5,94.6,4.0,3.7837837837837838,815.0,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018N,44090,7,1,0,0,0
Dove 4a-2 (0 Flock 4a-2 2201),Dove 4a-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,494.0,510.0,0.00116,97.5,94.7,4.0,3.7837837837837838,815.0,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018C,44080,7,1,0,0,0
Dove 4a-5 (0 Flock 4a-5 2227),Dove 4a-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,493.0,506.0,0.000946,97.5,94.6,4.0,3.7837837837837838,815.0,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018T,44095,7,1,0,0,0
Dove 4a-9 (0 Flock 4a-9 2224),Dove 4a-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,493.0,506.0,0.000946,97.5,94.6,4.0,3.7837837837837838,815.0,2019-04-01,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-018W,44098,7,1,0,0,0
Dove 4e’-1 (0 Flock 4e'-1 225A),Dove 4e'-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,511.0,527.0,0.00116,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077A,46813,6,1,0,0,0
Dove 4e’-2 (0 Flock 4e'-2 2279),Dove 4e’-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,505.0,524.0,0.00138,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077H,46820,6,1,0,0,0
Dove 4e’-3 (0 Flock 4e'-3 2251),Dove 4e’-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,507.0,523.0,0.00116,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077G,46819,6,1,0,0,0
Dove 4e’-4 (0 Flock 43'-4 227E),Dove 4e’-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,504.0,522.0,0.00131,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077J,46821,6,1,0,0,0
Dove 4e’-5 (0 Flock 4e'-5 2276),Dove 4e’-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,506.0,525.0,0.00138,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077E,46817,6,1,0,0,0
Dove 4e’-6 (0 Flock 4e'-6 2280),Dove 4e’-6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,507.0,524.0,0.00123,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077K,46822,6,1,0,0,0
Dove 4e’-7 (0 Flock 4e'-7 2262),Dove 4e'-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,510.0,527.0,0.00123,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077B,46814,6,1,0,0,0
Dove 4e’-8 (0 Flock 4e'-8 2264),Dove 4e’-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,511.0,524.0,0.000944,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077D,46816,6,1,0,0,0
Dove 4e’-9 (0 Flock 4e'-9 2441),Dove 4e’-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,510.0,526.0,0.00116,97.5,94.2,4.0,3.7837837837837838,815.0,2020-10-28,3.0,"Planet Labs, Inc.",USA,Rocket Lab Launch Complex 1,Electron,2020-077C,46815,6,1,0,0,0
Dove 4p-1 (0 Flock 4p-1 2277),Dove 4p-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,498.0,516.0,0.00131,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081L,44814,7,1,0,0,0
Dove 4p-10 (0 Flock 4p-10 2233),Dove 4p-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081E,44808,7,1,0,0,0
Dove 4p-11 (0 Flock 4p-11 2231),Dove 4p-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081F,44809,7,1,0,0,0
Dove 4p-3 (0 Flock 4p-3 2304 ),Dove 4p-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081J,44812,7,1,0,0,0
Dove 4p-4 (0 Flock 4p-4 2310),Dove 4p-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,515.0,0.00116,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081H,44811,7,1,0,0,0
Dove 4p-5 (0 Flock 4p-5 2259),Dove 4p-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,513.0,0.00102,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081Q,44818,7,1,0,0,0
Dove 4p-7 (0 Flock 4p-7 222F),Dove 4p-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Multispectral Imaging,LEO,Polar,0.0,499.0,513.0,0.00102,97.5,94.7,4.0,3.7837837837837838,815.0,2019-11-27,3.0,"Planet Labs, Inc.",USA,Satish Dhawan Space Centre,PSLV,2019-081N,44816,7,1,0,0,0
Dove 4s-1 (0 Flock 4s-1 2436),Dove 4s-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,519.0,535.0,0.00116,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006ED,47543,5,1,0,0,0
Dove 4s-10 (0 Flock 4s-10 2449),Dove 4s-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DP,47523,5,1,0,0,0
Dove 4s-11 (0 Flock 4s-11 2445),Dove 4s-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BB,47462,5,1,0,0,0
Dove 4s-12 (0 Flock 4s-12 241A),Dove 4s-12,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BL,47471,5,1,0,0,0
Dove 4s-13 (0 Flock 4s-13 2453),Dove 4s-13,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BM,47472,5,1,0,0,0
Dove 4s-14 (0 Flock 4s-14 241F),Dove 4s-14,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DU,47528,5,1,0,0,0
Dove 4s-15 (0 Flock 4s-15 242F),Dove 4s-15,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DM,47521,5,1,0,0,0
Dove 4s-16 (0 Flock 4s-16 2434),Dove 4s-16,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DG,47516,5,1,0,0,0
Dove 4s-17 (0 Flock 4s-17 2432),Dove 4s-17,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,522.0,535.0,0.000942,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CH,47492,5,1,0,0,0
Dove 4s-18 (0 Flock 4s-18 2421),Dove 4s-18,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,535.0,0.00101,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CM,47496,5,1,0,0,0
Dove 4s-19 (0 Flock 4s-19 242D),Dove 4s-19,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CR,47500,5,1,0,0,0
Dove 4s-2 (0 Flock 4s-2 2428),Dove 4s-2,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,519.0,535.0,0.00116,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CP,47498,5,1,0,0,0
Dove 4s-20 (0 Flock 4s-20 2439),Dove 4s-20,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,535.0,0.00101,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EA,47540,5,1,0,0,0
Dove 4s-21 (0 Flock 4s-21 245C),Dove 4s-21,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,535.0,0.00101,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006AV,47456,5,1,0,0,0
Dove 4s-22 (0 Flock 4s-22 421E),Dove 4s-22,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,535.0,0.00101,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006AR,47452,5,1,0,0,0
Dove 4s-23 (0 Flock 4s-23 245D),Dove 4s-23,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,536.0,0.00116,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EF,47545,5,1,0,0,0
Dove 4s-24 (0 Flock 4s-24 2431),Dove 4s-24,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,535.0,0.00101,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DZ,47539,5,1,0,0,0
Dove 4s-25 (0 Flock 4s-25 2448),Dove 4s-25,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,535.0,0.000652,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EC,47542,5,1,0,0,0
Dove 4s-27 (0 Flock 4s-27 2457),Dove 4s-27,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,537.0,0.000797,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CL,47495,5,1,0,0,0
Dove 4s-28 (0 Flock 4s-28 2460),Dove 4s-28,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,515.0,534.0,0.00138,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DE,47514,5,1,0,0,0
Dove 4s-3 (0 Flock 4s-3 2433),Dove 4s-3,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,519.0,535.0,0.00116,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CK,47494,5,1,0,0,0
Dove 4s-30 (0 Flock 4s-30 2459),Dove 4s-30,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,527.0,535.0,0.00058,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EE,47544,5,1,0,0,0
Dove 4s-31 (0 Flock 4s-31 241B),Dove 4s-31,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,525.0,537.0,0.000869,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BQ,47475,5,1,0,0,0
Dove 4s-33 (0 Flock 4s-33 2420),Dove 4s-33,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,535.0,0.000652,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BJ,47469,5,1,0,0,0
Dove 4s-34 (0 Flock 4s-34 2464),Dove 4s-34,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,527.0,535.0,0.00058,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BS,47477,5,1,0,0,0
Dove 4s-35 (0 Flock 4s-35 242A),Dove 4s-35,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,535.0,0.000652,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BN,47473,5,1,0,0,0
Dove 4s-36 (0 Flock 4s-36 241D),Dove 4s-36,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,535.0,0.000652,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DW,47530,5,1,0,0,0
Dove 4s-37 (0 Flock 4s-37 2429),Dove 4s-37,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,522.0,535.0,0.000942,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DN,47522,5,1,0,0,0
Dove 4s-39 (0 Flock 4s-39 2458),Dove 4s-39,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,523.0,535.0,0.00087,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CF,47490,5,1,0,0,0
Dove 4s-4 (0 Flock 4s-4 242B),Dove 4s-4,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,519.0,535.0,0.00116,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006CG,47491,5,1,0,0,0
Dove 4s-41 (0 Flock 4s-41 2427),Dove 4s-41,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,522.0,535.0,0.000942,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006ER,47698,5,1,0,0,0
Dove 4s-42 (0 Flock 4s-42 2430),Dove 4s-42,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,538.0,0.0013,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EQ,47612,5,1,0,0,0
Dove 4s-43 (0 Flock 4s-43 2435),Dove 4s-43,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,533.0,0.00087,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EN,47687,5,1,0,0,0
Dove 4s-44 (0 Flock 4s-44 2440),Dove 4s-44,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,519.0,537.0,0.0013,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EM,47686,5,1,0,0,0
Dove 4s-45 (0 Flock 4s-45 2442),Dove 4s-45,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,523.0,541.0,0.0013,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EP,47688,5,1,0,0,0
Dove 4s-46 (0 Flock 4s-46 2444),Dove 4s-46,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,521.0,533.0,0.00087,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EK,47684,5,1,0,0,0
Dove 4s-47 (0 Flock 4s-47 2456),Dove 4s-47,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,526.0,537.0,0.000797,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EL,47685,5,1,0,0,0
Dove 4s-48 (0 Flock 4s-48 2465),Dove 4s-48,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,524.0,536.0,0.00087,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006EJ,47617,5,1,0,0,0
Dove 4s-5 (0 Flock 4s-5 2423),Dove 4s-5,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DF,47515,5,1,0,0,0
Dove 4s-6 (0 Flock 4s-6 2455),Dove 4s-6,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,527.0,535.0,0.00058,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DJ,47518,5,1,0,0,0
Dove 4s-7 (0 Flock 4s-7 2451),Dove 4s-7,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,527.0,535.0,0.00058,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006DT,47527,5,1,0,0,0
Dove 4s-8 (0 Flock 4s-8 2450),Dove 4s-8,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,527.0,535.0,0.00058,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BP,47474,5,1,0,0,0
Dove 4s-9 (0 Flock 4s-9 2447),Dove 4s-9,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,520.0,535.0,0.00109,97.5,95.2,4.0,3.7837837837837838,815.0,2021-01-24,3.0,"Planet Labs, Inc.",USA,Cape Canaveral,Falcon 9,2021-006BT,47478,5,1,0,0,0
Dove 4v-1 (0 Flock 4v-1 227C),Dove 4v-1,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,534.0,535.0,7.24e-05,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061AT,46313,6,1,0,0,0
Dove 4v-10 (0 Flock 4v-10 2254),Dove 4v-10,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,534.0,536.0,0.000145,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061AA,46296,6,1,0,0,0
Dove 4v-11 (0 Flock 4v-11 2424),Dove 4v-11,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061P,46285,6,1,0,0,0
Dove 4v-13 (0 Flock 4v-13 241C),Dove 4v-13,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061AB,46297,6,1,0,0,0
Dove 4v-14 (0 Flock 4v-14 227A),Dove 4v-14,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,533.0,535.0,0.000145,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-02,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,Vega,2020-061Q,46286,6,1,0,0,0
Dove 4v-15 (0 Flock 4v15 2402),Dove 4v-15,USA,USA,"Planet Labs, Inc.",Commercial,Earth Observation,Earth Observation,Optical Imaging,LEO,Polar,0.0,515.0,520.0,0.000363,97.5,94.7,4.0,3.7837837837837838,815.0,2020-09-25,3.0,"Planet Labs, Inc.",USA,Guiana Space Center,ION SCV Dispenser,2020-061BE,46528,6,1,0,0,0
